feature,importance,mean_shap_value
"7d_avg_pace_8'22""",0.0,0.0
"30d_avg_pace_8'13""",0.0,0.0
"7d_avg_pace_8'21""",0.0,0.0
"7d_avg_pace_8'19""",0.0,0.0
"7d_avg_pace_8'18""",0.0,0.0
"30d_avg_pace_11'44""",0.0,0.0
"30d_avg_pace_13'07""",0.0,0.0
"7d_avg_pace_7'45""",0.0,0.0
"30d_avg_pace_6'31""",0.0,0.0
"30d_avg_pace_6'40""",0.0,0.0
"30d_avg_pace_6'39""",0.0,0.0
"30d_avg_pace_6'38""",0.0,0.0
"30d_avg_pace_6'37""",0.0,0.0
"30d_avg_pace_6'36""",0.0,0.0
"30d_avg_pace_6'35""",0.0,0.0
"30d_avg_pace_6'34""",0.0,0.0
"30d_avg_pace_7'38""",0.0,0.0
"30d_avg_pace_6'33""",0.0,0.0
"30d_avg_pace_7'40""",0.0,0.0
"30d_avg_pace_13'20""",0.0,0.0
"30d_avg_pace_6'30""",0.0,0.0
"30d_avg_pace_6'29""",0.0,0.0
"30d_avg_pace_7'44""",0.0,0.0
"30d_avg_pace_6'28""",0.0,0.0
"30d_avg_pace_6'27""",0.0,0.0
"30d_avg_pace_6'25""",0.0,0.0
"30d_avg_pace_6'24""",0.0,0.0
"30d_avg_pace_6'23""",0.0,0.0
"30d_avg_pace_6'22""",0.0,0.0
"30d_avg_pace_6'41""",0.0,0.0
"30d_avg_pace_7'35""",0.0,0.0
"30d_avg_pace_6'42""",0.0,0.0
"30d_avg_pace_7'33""",0.0,0.0
"30d_avg_pace_7'22""",0.0,0.0
"30d_avg_pace_7'25""",0.0,0.0
"30d_avg_pace_7'06""",0.0,0.0
"30d_avg_pace_7'29""",0.0,0.0
"30d_avg_pace_7'05""",0.0,0.0
"30d_avg_pace_7'04""",0.0,0.0
"30d_avg_pace_7'02""",0.0,0.0
"30d_avg_pace_7'01""",0.0,0.0
"30d_avg_pace_6'58""",0.0,0.0
"30d_avg_pace_6'57""",0.0,0.0
"30d_avg_pace_6'54""",0.0,0.0
"30d_avg_pace_6'51""",0.0,0.0
"30d_avg_pace_6'50""",0.0,0.0
"30d_avg_pace_6'49""",0.0,0.0
"30d_avg_pace_6'47""",0.0,0.0
"30d_avg_pace_6'46""",0.0,0.0
"30d_avg_pace_7'21""",0.0,0.0
"30d_avg_pace_7'30""",0.0,0.0
"30d_avg_pace_6'45""",0.0,0.0
"30d_avg_pace_6'21""",0.0,0.0
"30d_avg_pace_6'20""",0.0,0.0
"30d_avg_pace_6'19""",0.0,0.0
"30d_avg_pace_8'00""",0.0,0.0
"30d_avg_pace_5'45""",0.0,0.0
"30d_avg_pace_5'44""",0.0,0.0
"30d_avg_pace_8'02""",0.0,0.0
"30d_avg_pace_5'43""",0.0,0.0
"30d_avg_pace_5'42""",0.0,0.0
"30d_avg_pace_5'41""",0.0,0.0
"30d_avg_pace_5'40""",0.0,0.0
"30d_avg_pace_5'39""",0.0,0.0
"30d_avg_pace_5'37""",0.0,0.0
"30d_avg_pace_5'36""",0.0,0.0
"30d_avg_pace_5'34""",0.0,0.0
"30d_avg_pace_5'33""",0.0,0.0
"30d_avg_pace_5'32""",0.0,0.0
"30d_avg_pace_5'31""",0.0,0.0
"30d_avg_pace_5'30""",0.0,0.0
"30d_avg_pace_5'29""",0.0,0.0
"30d_avg_pace_27'45""",0.0,0.0
"30d_avg_pace_18'14""",0.0,0.0
"30d_avg_pace_15'06""",0.0,0.0
"30d_avg_pace_5'47""",0.0,0.0
"30d_avg_pace_5'50""",0.0,0.0
"30d_avg_pace_7'45""",0.0,0.0
"30d_avg_pace_7'59""",0.0,0.0
"30d_avg_pace_6'17""",0.0,0.0
"30d_avg_pace_6'16""",0.0,0.0
"30d_avg_pace_7'48""",0.0,0.0
"30d_avg_pace_6'14""",0.0,0.0
"30d_avg_pace_6'12""",0.0,0.0
"30d_avg_pace_6'11""",0.0,0.0
"30d_avg_pace_7'49""",0.0,0.0
"30d_avg_pace_6'10""",0.0,0.0
"30d_avg_pace_7'50""",0.0,0.0
"30d_avg_pace_7'53""",0.0,0.0
"30d_avg_pace_6'06""",0.0,0.0
"30d_avg_pace_7'55""",0.0,0.0
"30d_avg_pace_7'56""",0.0,0.0
"30d_avg_pace_7'57""",0.0,0.0
"30d_avg_pace_6'03""",0.0,0.0
"30d_avg_pace_6'01""",0.0,0.0
"30d_avg_pace_5'59""",0.0,0.0
"30d_avg_pace_5'58""",0.0,0.0
"30d_avg_pace_5'57""",0.0,0.0
"7d_avg_pace_7'47""",0.0,0.0
"30d_avg_pace_8'17""",0.0,0.0
pace_t-4_7:39,0.0,0.0
pace_t-4_9:08,0.0,0.0
pace_t-4_9:21,0.0,0.0
pace_t-4_9:20,0.0,0.0
pace_t-4_9:19,0.0,0.0
pace_t-4_9:18,0.0,0.0
pace_t-4_9:16,0.0,0.0
pace_t-4_9:15,0.0,0.0
"30d_avg_pace_7'18""",0.0,0.0
pace_t-4_9:11,0.0,0.0
pace_t-4_9:10,0.0,0.0
pace_t-4_9:05,0.0,0.0
"7d_avg_pace_5'19""",0.0,0.0
pace_t-4_9:04,0.0,0.0
pace_t-4_9:02,0.0,0.0
pace_t-4_9:00,0.0,0.0
pace_t-4_8:59,0.0,0.0
pace_t-4_8:56,0.0,0.0
pace_t-4_8:54,0.0,0.0
pace_t-4_8:50,0.0,0.0
pace_t-4_8:49,0.0,0.0
pace_t-4_8:47,0.0,0.0
pace_t-4_9:22,0.0,0.0
pace_t-4_9:25,0.0,0.0
pace_t-4_9:29,0.0,0.0
pace_t-4_9:36,0.0,0.0
"7d_avg_pace_5'15""",0.0,0.0
"7d_avg_pace_5'11""",0.0,0.0
"7d_avg_pace_5'07""",0.0,0.0
"7d_avg_pace_4'47""",0.0,0.0
"7d_avg_pace_27'45""",0.0,0.0
"7d_avg_pace_18'14""",0.0,0.0
"7d_avg_pace_15'06""",0.0,0.0
"30d_avg_pace_8'31""",0.0,0.0
"7d_avg_pace_11'08""",0.0,0.0
"7d_avg_pace_10'47""",0.0,0.0
"7d_avg_pace_10'20""",0.0,0.0
"7d_avg_pace_10'15""",0.0,0.0
"7d_avg_pace_10'07""",0.0,0.0
pace_t-4_9:58,0.0,0.0
pace_t-4_9:57,0.0,0.0
pace_t-4_9:43,0.0,0.0
pace_t-4_9:41,0.0,0.0
pace_t-4_9:40,0.0,0.0
pace_t-4_9:39,0.0,0.0
pace_t-4_8:45,0.0,0.0
pace_t-4_8:44,0.0,0.0
pace_t-4_8:43,0.0,0.0
pace_t-4_8:07,0.0,0.0
pace_t-4_8:05,0.0,0.0
pace_t-4_8:04,0.0,0.0
pace_t-4_8:03,0.0,0.0
pace_t-4_8:01,0.0,0.0
pace_t-4_8:00,0.0,0.0
pace_t-4_7:59,0.0,0.0
pace_t-4_7:57,0.0,0.0
pace_t-4_7:56,0.0,0.0
pace_t-4_7:55,0.0,0.0
pace_t-4_7:54,0.0,0.0
pace_t-4_7:53,0.0,0.0
pace_t-4_7:52,0.0,0.0
pace_t-4_7:50,0.0,0.0
pace_t-4_7:48,0.0,0.0
pace_t-4_7:45,0.0,0.0
pace_t-4_7:44,0.0,0.0
pace_t-4_7:42,0.0,0.0
pace_t-4_7:41,0.0,0.0
pace_t-4_7:40,0.0,0.0
pace_t-4_8:06,0.0,0.0
pace_t-4_8:09,0.0,0.0
pace_t-4_8:42,0.0,0.0
pace_t-4_8:10,0.0,0.0
pace_t-4_8:40,0.0,0.0
pace_t-4_8:38,0.0,0.0
pace_t-4_8:37,0.0,0.0
pace_t-4_8:36,0.0,0.0
pace_t-4_8:34,0.0,0.0
pace_t-4_8:31,0.0,0.0
pace_t-4_8:29,0.0,0.0
pace_t-4_8:27,0.0,0.0
pace_t-4_8:26,0.0,0.0
"30d_avg_pace_8'34""",0.0,0.0
pace_t-4_8:24,0.0,0.0
pace_t-4_8:20,0.0,0.0
pace_t-4_8:17,0.0,0.0
pace_t-4_8:16,0.0,0.0
pace_t-4_8:15,0.0,0.0
pace_t-4_8:14,0.0,0.0
pace_t-4_8:13,0.0,0.0
pace_t-4_8:12,0.0,0.0
pace_t-4_8:11,0.0,0.0
"7d_avg_pace_5'16""",0.0,0.0
"7d_avg_pace_5'21""",0.0,0.0
"7d_avg_pace_7'43""",0.0,0.0
"7d_avg_pace_6'45""",0.0,0.0
"7d_avg_pace_6'59""",0.0,0.0
"7d_avg_pace_6'58""",0.0,0.0
"7d_avg_pace_6'57""",0.0,0.0
"7d_avg_pace_6'56""",0.0,0.0
"7d_avg_pace_6'54""",0.0,0.0
"7d_avg_pace_6'53""",0.0,0.0
"7d_avg_pace_6'51""",0.0,0.0
"7d_avg_pace_6'50""",0.0,0.0
"7d_avg_pace_6'49""",0.0,0.0
"7d_avg_pace_6'44""",0.0,0.0
"7d_avg_pace_5'23""",0.0,0.0
"7d_avg_pace_6'41""",0.0,0.0
"7d_avg_pace_6'40""",0.0,0.0
"7d_avg_pace_6'38""",0.0,0.0
"7d_avg_pace_6'36""",0.0,0.0
"30d_avg_pace_7'12""",0.0,0.0
"7d_avg_pace_6'32""",0.0,0.0
"30d_avg_pace_8'19""",0.0,0.0
"30d_avg_pace_8'20""",0.0,0.0
"7d_avg_pace_6'28""",0.0,0.0
"30d_avg_pace_7'19""",0.0,0.0
"7d_avg_pace_7'01""",0.0,0.0
"7d_avg_pace_7'02""",0.0,0.0
"7d_avg_pace_7'05""",0.0,0.0
"7d_avg_pace_7'42""",0.0,0.0
"7d_avg_pace_7'40""",0.0,0.0
"7d_avg_pace_7'35""",0.0,0.0
"7d_avg_pace_7'34""",0.0,0.0
"7d_avg_pace_7'33""",0.0,0.0
"7d_avg_pace_7'30""",0.0,0.0
"7d_avg_pace_7'28""",0.0,0.0
"7d_avg_pace_7'26""",0.0,0.0
"30d_avg_pace_7'08""",0.0,0.0
"7d_avg_pace_7'24""",0.0,0.0
"7d_avg_pace_7'22""",0.0,0.0
"7d_avg_pace_7'21""",0.0,0.0
"7d_avg_pace_7'19""",0.0,0.0
"7d_avg_pace_7'13""",0.0,0.0
"7d_avg_pace_7'12""",0.0,0.0
"7d_avg_pace_7'11""",0.0,0.0
"7d_avg_pace_7'09""",0.0,0.0
"7d_avg_pace_7'07""",0.0,0.0
"7d_avg_pace_7'06""",0.0,0.0
"7d_avg_pace_6'27""",0.0,0.0
"7d_avg_pace_6'26""",0.0,0.0
pace_t-3_6:12,0.0,0.0
"7d_avg_pace_5'52""",0.0,0.0
"30d_avg_pace_8'28""",0.0,0.0
"7d_avg_pace_5'47""",0.0,0.0
"7d_avg_pace_5'45""",0.0,0.0
"30d_avg_pace_8'30""",0.0,0.0
"7d_avg_pace_5'42""",0.0,0.0
"7d_avg_pace_5'41""",0.0,0.0
"7d_avg_pace_5'38""",0.0,0.0
"7d_avg_pace_5'37""",0.0,0.0
"7d_avg_pace_5'36""",0.0,0.0
"7d_avg_pace_5'35""",0.0,0.0
"7d_avg_pace_5'34""",0.0,0.0
"7d_avg_pace_5'33""",0.0,0.0
"7d_avg_pace_5'31""",0.0,0.0
"7d_avg_pace_5'30""",0.0,0.0
"7d_avg_pace_5'29""",0.0,0.0
"7d_avg_pace_5'28""",0.0,0.0
"7d_avg_pace_5'27""",0.0,0.0
"7d_avg_pace_5'26""",0.0,0.0
"7d_avg_pace_5'25""",0.0,0.0
"7d_avg_pace_5'50""",0.0,0.0
"7d_avg_pace_5'53""",0.0,0.0
"7d_avg_pace_6'24""",0.0,0.0
"30d_avg_pace_8'27""",0.0,0.0
"7d_avg_pace_6'22""",0.0,0.0
"7d_avg_pace_6'21""",0.0,0.0
"7d_avg_pace_6'20""",0.0,0.0
"7d_avg_pace_6'17""",0.0,0.0
"30d_avg_pace_8'23""",0.0,0.0
"7d_avg_pace_6'14""",0.0,0.0
"7d_avg_pace_6'13""",0.0,0.0
"7d_avg_pace_6'12""",0.0,0.0
"7d_avg_pace_6'11""",0.0,0.0
"7d_avg_pace_6'10""",0.0,0.0
"7d_avg_pace_6'09""",0.0,0.0
"7d_avg_pace_6'08""",0.0,0.0
"30d_avg_pace_8'24""",0.0,0.0
"7d_avg_pace_6'05""",0.0,0.0
"7d_avg_pace_6'03""",0.0,0.0
"30d_avg_pace_8'26""",0.0,0.0
"7d_avg_pace_6'01""",0.0,0.0
"7d_avg_pace_5'58""",0.0,0.0
"7d_avg_pace_5'57""",0.0,0.0
"7d_avg_pace_6'25""",0.0,0.0
pace_t-2_8:27,0.0,0.0
pace_t-3_6:11,0.0,0.0
"pace_diff_0'59""",0.0,0.0
"pace_diff_1'13""",0.0,0.0
"pace_diff_1'12""",0.0,0.0
"pace_diff_1'10""",0.0,0.0
"pace_diff_1'09""",0.0,0.0
"pace_diff_1'07""",0.0,0.0
"pace_diff_1'06""",0.0,0.0
"pace_diff_1'05""",0.0,0.0
"pace_diff_1'04""",0.0,0.0
"pace_diff_1'03""",0.0,0.0
"pace_diff_1'01""",0.0,0.0
"pace_diff_0'57""",0.0,0.0
"pace_diff_0'37""",0.0,0.0
"pace_diff_0'56""",0.0,0.0
"pace_diff_0'54""",0.0,0.0
"pace_diff_0'53""",0.0,0.0
"pace_diff_0'52""",0.0,0.0
"pace_diff_0'47""",0.0,0.0
"pace_diff_0'45""",0.0,0.0
"pace_diff_0'43""",0.0,0.0
"pace_diff_0'42""",0.0,0.0
"pace_diff_0'41""",0.0,0.0
"pace_diff_0'40""",0.0,0.0
"pace_diff_1'14""",0.0,0.0
"pace_diff_1'19""",0.0,0.0
"pace_diff_1'20""",0.0,0.0
"pace_diff_1'21""",0.0,0.0
"pace_diff_2'22""",0.0,0.0
"pace_diff_2'19""",0.0,0.0
"pace_diff_2'07""",0.0,0.0
"pace_diff_2'03""",0.0,0.0
"pace_diff_2'01""",0.0,0.0
"pace_diff_1'57""",0.0,0.0
"pace_diff_1'54""",0.0,0.0
"pace_diff_1'52""",0.0,0.0
"pace_diff_1'51""",0.0,0.0
"pace_diff_1'50""",0.0,0.0
"pace_diff_1'46""",0.0,0.0
"pace_diff_1'44""",0.0,0.0
"pace_diff_1'40""",0.0,0.0
"pace_diff_1'36""",0.0,0.0
"pace_diff_1'35""",0.0,0.0
"pace_diff_1'34""",0.0,0.0
"pace_diff_1'31""",0.0,0.0
"pace_diff_1'29""",0.0,0.0
"pace_diff_1'27""",0.0,0.0
"pace_diff_1'23""",0.0,0.0
"pace_diff_1'22""",0.0,0.0
"pace_diff_0'39""",0.0,0.0
"pace_diff_0'36""",0.0,0.0
"pace_diff_2'30""",0.0,0.0
"pace_diff_-1'55""",0.0,0.0
"pace_diff_-3'08""",0.0,0.0
"pace_diff_-3'07""",0.0,0.0
"pace_diff_-3'05""",0.0,0.0
"pace_diff_-2'54""",0.0,0.0
"pace_diff_-2'43""",0.0,0.0
"pace_diff_-2'39""",0.0,0.0
"pace_diff_-2'36""",0.0,0.0
"pace_diff_-2'23""",0.0,0.0
"pace_diff_-19'01""",0.0,0.0
"pace_diff_-1'57""",0.0,0.0
"pace_diff_-1'53""",0.0,0.0
"pace_diff_0'34""",0.0,0.0
"pace_diff_-1'52""",0.0,0.0
"pace_diff_-1'51""",0.0,0.0
"pace_diff_-1'47""",0.0,0.0
"pace_diff_-1'46""",0.0,0.0
"pace_diff_-1'44""",0.0,0.0
"pace_diff_-1'42""",0.0,0.0
"pace_diff_-1'40""",0.0,0.0
"pace_diff_-1'37""",0.0,0.0
"pace_diff_-1'35""",0.0,0.0
"pace_diff_-1'28""",0.0,0.0
"pace_diff_-3'10""",0.0,0.0
"pace_diff_-3'16""",0.0,0.0
"pace_diff_-3'17""",0.0,0.0
"pace_diff_-3'19""",0.0,0.0
"pace_diff_0'33""",0.0,0.0
"pace_diff_0'32""",0.0,0.0
"pace_diff_0'30""",0.0,0.0
"pace_diff_0'28""",0.0,0.0
"pace_diff_0'26""",0.0,0.0
"pace_diff_0'25""",0.0,0.0
"pace_diff_0'24""",0.0,0.0
"pace_diff_0'23""",0.0,0.0
"pace_diff_0'17""",0.0,0.0
"pace_diff_0'16""",0.0,0.0
"pace_diff_0'15""",0.0,0.0
"pace_diff_0'12""",0.0,0.0
"pace_diff_0'10""",0.0,0.0
"pace_diff_0'07""",0.0,0.0
"pace_diff_0'06""",0.0,0.0
"pace_diff_0'00""",0.0,0.0
"pace_diff_-7'20""",0.0,0.0
"pace_diff_-5'23""",0.0,0.0
"pace_diff_-4'40""",0.0,0.0
"pace_diff_-4'08""",0.0,0.0
"pace_diff_-4'07""",0.0,0.0
"pace_diff_2'28""",0.0,0.0
"pace_diff_2'46""",0.0,0.0
"pace_diff_-1'25""",0.0,0.0
pace_t-1_5:39,0.0,0.0
pace_t-1_5:50,0.0,0.0
pace_t-1_5:49,0.0,0.0
pace_t-1_5:48,0.0,0.0
pace_t-1_5:47,0.0,0.0
pace_t-1_5:46,0.0,0.0
pace_t-1_5:45,0.0,0.0
pace_t-1_5:44,0.0,0.0
pace_t-1_5:43,0.0,0.0
pace_t-1_5:41,0.0,0.0
pace_t-1_5:40,0.0,0.0
pace_t-1_5:38,0.0,0.0
pace_t-1_5:25,0.0,0.0
pace_t-1_5:37,0.0,0.0
pace_t-1_5:36,0.0,0.0
pace_t-1_5:35,0.0,0.0
pace_t-1_5:34,0.0,0.0
pace_t-1_5:33,0.0,0.0
pace_t-1_5:32,0.0,0.0
pace_t-1_5:31,0.0,0.0
pace_t-1_5:30,0.0,0.0
pace_t-1_5:29,0.0,0.0
pace_t-1_5:28,0.0,0.0
pace_t-1_5:52,0.0,0.0
pace_t-1_5:53,0.0,0.0
pace_t-1_5:54,0.0,0.0
pace_t-1_5:55,0.0,0.0
pace_t-1_6:17,0.0,0.0
pace_t-1_6:16,0.0,0.0
pace_t-1_6:14,0.0,0.0
pace_t-1_6:13,0.0,0.0
pace_t-1_6:12,0.0,0.0
pace_t-1_6:11,0.0,0.0
pace_t-1_6:10,0.0,0.0
pace_t-1_6:09,0.0,0.0
pace_t-1_6:08,0.0,0.0
pace_t-1_6:07,0.0,0.0
pace_t-1_6:06,0.0,0.0
pace_t-1_6:05,0.0,0.0
pace_t-1_6:04,0.0,0.0
pace_t-1_6:03,0.0,0.0
pace_t-1_6:02,0.0,0.0
pace_t-1_6:01,0.0,0.0
pace_t-1_6:00,0.0,0.0
pace_t-1_5:59,0.0,0.0
pace_t-1_5:58,0.0,0.0
pace_t-1_5:57,0.0,0.0
pace_t-1_5:56,0.0,0.0
pace_t-1_5:27,0.0,0.0
pace_t-1_5:24,0.0,0.0
"pace_diff_2'53""",0.0,0.0
pace_t-1_10:33,0.0,0.0
pace_t-1_13:11,0.0,0.0
pace_t-1_12:46,0.0,0.0
pace_t-1_12:17,0.0,0.0
pace_t-1_11:47,0.0,0.0
pace_t-1_11:25,0.0,0.0
pace_t-1_11:21,0.0,0.0
pace_t-1_11:20,0.0,0.0
pace_t-1_11:10,0.0,0.0
pace_t-1_10:52,0.0,0.0
pace_t-1_10:50,0.0,0.0
pace_t-1_10:30,0.0,0.0
pace_t-1_5:23,0.0,0.0
pace_t-1_10:17,0.0,0.0
pace_t-1_10:05,0.0,0.0
"pace_diff_7'41""",0.0,0.0
"pace_diff_5'22""",0.0,0.0
"pace_diff_4'17""",0.0,0.0
"pace_diff_4'15""",0.0,0.0
"pace_diff_3'49""",0.0,0.0
"pace_diff_3'33""",0.0,0.0
"pace_diff_3'28""",0.0,0.0
"pace_diff_2'56""",0.0,0.0
pace_t-1_15:08,0.0,0.0
pace_t-1_27:45,0.0,0.0
pace_t-1_4:26,0.0,0.0
pace_t-1_4:45,0.0,0.0
pace_t-1_5:22,0.0,0.0
pace_t-1_5:21,0.0,0.0
pace_t-1_5:20,0.0,0.0
pace_t-1_5:19,0.0,0.0
pace_t-1_5:18,0.0,0.0
pace_t-1_5:17,0.0,0.0
pace_t-1_5:16,0.0,0.0
pace_t-1_5:14,0.0,0.0
pace_t-1_5:11,0.0,0.0
pace_t-1_5:10,0.0,0.0
pace_t-1_5:09,0.0,0.0
pace_t-1_5:08,0.0,0.0
pace_t-1_5:06,0.0,0.0
pace_t-1_5:02,0.0,0.0
pace_t-1_5:00,0.0,0.0
pace_t-1_4:58,0.0,0.0
pace_t-1_4:57,0.0,0.0
pace_t-1_4:56,0.0,0.0
pace_t-1_4:55,0.0,0.0
pace_t-1_4:53,0.0,0.0
pace_t-1_4:47,0.0,0.0
"pace_diff_-1'27""",0.0,0.0
"pace_diff_-1'16""",0.0,0.0
pace_t-3_6:10,0.0,0.0
"pace_previous_6'23""",0.0,0.0
"pace_previous_6'37""",0.0,0.0
"pace_previous_6'35""",0.0,0.0
"pace_previous_6'34""",0.0,0.0
"pace_previous_6'33""",0.0,0.0
"pace_previous_6'32""",0.0,0.0
"pace_previous_6'30""",0.0,0.0
"pace_previous_6'28""",0.0,0.0
"pace_previous_6'26""",0.0,0.0
"pace_previous_6'25""",0.0,0.0
"pace_previous_6'24""",0.0,0.0
"pace_previous_6'22""",0.0,0.0
"pace_previous_5'56""",0.0,0.0
"pace_previous_6'20""",0.0,0.0
"pace_previous_6'19""",0.0,0.0
"pace_previous_6'17""",0.0,0.0
"pace_previous_6'16""",0.0,0.0
"pace_previous_6'14""",0.0,0.0
"pace_previous_6'12""",0.0,0.0
"pace_previous_6'10""",0.0,0.0
"pace_previous_6'09""",0.0,0.0
"pace_previous_6'03""",0.0,0.0
"pace_previous_6'00""",0.0,0.0
"pace_previous_6'39""",0.0,0.0
"pace_previous_6'40""",0.0,0.0
"pace_previous_6'42""",0.0,0.0
"pace_previous_6'44""",0.0,0.0
"pace_previous_7'29""",0.0,0.0
"pace_previous_7'28""",0.0,0.0
"pace_previous_7'27""",0.0,0.0
"pace_previous_7'21""",0.0,0.0
"pace_previous_7'13""",0.0,0.0
"pace_previous_7'11""",0.0,0.0
